井名,深度,GR,SP,AC,AC1,CAL,U,DEN,DEN1,CNL,CNL1,PE,RD,RS,log（RD）,log（RS）,m2r3,m2r6,m2r9,POR,SW,PERM,试油结论,层位,∆ Φ1,∆ Φ2,∆ Φ3,备注,y_fine,y_coarse
靖53-1,4285.0,17.804,30.437,159.915,0.611,21.689,1.464,2.743,0.089,3.933,0.08,3.65,312.95,345.971,2.49547495588931,2.53903969686269,160.561,160.561,160.27,0.01,100.0,0.001,气层,马五41a,-0.0435647409733733,-0.00899999999999999,0.691,单采,气层,气层优势类
靖53-1,4285.125,19.985,30.231,160.901,0.589,21.697,1.68,2.739,0.11,3.953,0.082,3.549,290.998,322.37,2.46389000413385,2.50835461923518,159.558,159.558,159.151,0.01,100.0,0.001,气层,马五41a,-0.0444646151013282,-0.028,0.671,单采,气层,气层优势类
靖53-1,4285.25,23.094,30.03,162.064,0.524,21.701,2.024,2.727,0.135,3.823,0.069,3.605,284.926,315.878,2.45473208118515,2.49951937958886,161.888,161.888,161.337,0.01,100.0,0.001,气层,马五41a,-0.0447872984037123,-0.066,0.593,单采,气层,气层优势类
靖53-1,4285.375,28.887,29.693,162.801,0.416,21.696,2.613,2.707,0.151,3.412,0.027,3.937,299.403,331.664,2.47625614763335,2.5206983341971,163.423,163.423,162.731,0.01,100.0,0.001,气层,马五41a,-0.0444421865637485,-0.124,0.443,单采,气层,气层优势类
靖53-1,4285.5,29.902,29.55,163.071,0.357,21.69,2.716,2.696,0.157,3.14,0.0,4.182,308.254,341.512,2.48890872084492,2.53340596846329,160.766,160.766,159.727,0.01,100.0,0.001,气层,马五41a,-0.0444972476183736,-0.157,0.357,单采,气层,气层优势类
靖53-1,4285.625,28.742,29.436,163.247,0.341,21.69,2.632,2.693,0.161,3.173,0.003,4.238,313.046,347.133,2.49560815888291,2.54049590159035,153.583,153.583,152.436,0.01,100.0,0.001,气层,马五41a,-0.0448877427074375,-0.158,0.344,单采,气层,气层优势类
靖53-1,4285.75,25.845,29.355,163.488,0.335,21.7,2.364,2.692,0.166,3.348,0.021,4.213,312.02,346.586,2.49418243251606,2.53981101583449,140.415,140.415,139.204,0.01,100.0,0.001,气层,马五41a,-0.0456285833184316,-0.145,0.356,单采,气层,气层优势类
靖53-1,4285.875,19.938,29.296,163.635,0.368,21.738,1.764,2.698,0.169,3.78,0.064,3.993,293.967,328.049,2.46829858033633,2.51593871822457,127.629,127.629,126.424,0.01,100.0,0.001,气层,马五41a,-0.0476401378882403,-0.105,0.432,单采,气层,气层优势类
靖53-1,4286.0,18.178,29.32,163.676,0.411,21.752,1.624,2.706,0.17,4.248,0.111,3.784,273.39,306.109,2.43678262499316,2.48587609860379,110.05,110.05,108.896,0.133,98.489,0.001,气层,马五41a,-0.0490934736106352,-0.059,0.522,单采,气层,气层优势类
靖53-1,4286.125,17.249,29.379,163.706,0.438,21.757,1.584,2.711,0.171,4.675,0.154,3.685,246.549,277.227,2.39190324537714,2.44283552529034,101.066,101.066,99.94,2.642,67.917,0.01,气层,马五41a,-0.0509322799132006,-0.017,0.592,单采,气层,气层优势类
靖53-1,4286.25,16.817,29.48,163.669,0.459,21.753,1.572,2.715,0.17,5.15,0.202,3.586,216.263,244.496,2.33498222322851,2.38827175837932,95.29,95.29,94.175,2.638,70.27,0.01,气层,马五41a,-0.0532895351508142,0.032,0.661,单采,气层,气层优势类
靖53-1,4286.375,16.297,29.752,163.602,0.449,21.738,1.537,2.713,0.168,5.94,0.282,3.399,167.85,192.156,2.22492134558403,2.28365394969659,92.442,92.442,91.315,3.458,53.242,0.01,气层,马五41a,-0.0587326041125578,0.114,0.731,单采,气层,气层优势类
靖53-1,4286.5,15.832,29.928,163.482,0.432,21.734,1.522,2.71,0.166,6.533,0.341,3.282,151.644,174.768,2.18082523153794,2.24246191630953,90.256,90.256,89.007,4.173,43.958,0.01,气层,马五41a,-0.0616366847715932,0.175,0.773,单采,气层,气层优势类
靖53-1,4286.625,15.058,30.124,163.257,0.443,21.732,1.51,2.712,0.161,6.773,0.365,3.265,141.254,163.793,2.15000075492214,2.21429533743457,90.862,90.862,89.533,4.135,44.254,0.01,气层,马五41a,-0.064294582512435,0.204,0.808,单采,气层,气层优势类
靖53-1,4286.75,14.05,30.349,162.674,0.459,21.729,1.494,2.715,0.148,6.889,0.377,3.285,136.363,158.95,2.13469654718515,2.20126053225079,91.748,91.748,90.362,4.112,44.307,0.01,气层,马五41a,-0.0665639850656468,0.229,0.836,单采,气层,气层优势类
靖53-1,4286.875,12.654,30.815,162.1,0.47,21.722,1.455,2.717,0.136,6.977,0.386,3.326,137.631,161.603,2.13871626538647,2.20844941876129,93.324,93.324,91.858,4.137,43.645,0.01,气层,马五41a,-0.0697331533748233,0.25,0.856,单采,气层,气层优势类
靖53-1,4287.0,12.461,31.077,161.714,0.481,21.72,1.44,2.719,0.128,7.031,0.391,3.328,141.911,167.105,2.15201606039156,2.22298944474631,96.55,96.55,94.972,4.08,43.592,0.01,气层,马五41a,-0.0709733843547533,0.263,0.872,单采,气层,气层优势类
靖53-1,4287.125,12.438,31.356,161.427,0.508,21.721,1.426,2.724,0.121,7.012,0.389,3.289,146.625,173.091,2.16620802512359,2.23827448698601,97.842,97.842,96.25,3.986,44.391,0.01,气层,马五41a,-0.0720664618624265,0.268,0.897,单采,气层,气层优势类
靖53-1,4287.25,12.6,31.668,161.263,0.546,21.726,1.407,2.731,0.118,6.91,0.379,3.214,150.541,178.128,2.17765479659954,2.25073219172437,99.969,99.969,98.37,3.859,45.458,0.01,气层,马五41a,-0.0730773951248311,0.261,0.925,单采,气层,气层优势类
靖53-1,4287.375,13.501,32.292,161.301,0.557,21.746,1.349,2.733,0.119,6.701,0.358,3.138,154.213,183.061,2.18812098584392,2.26259583043562,102.176,102.176,100.572,3.876,44.689,0.01,气层,马五41a,-0.0744748445916978,0.239,0.915,单采,气层,气层优势类
靖53-1,4287.5,14.223,32.636,161.489,0.535,21.763,1.301,2.729,0.123,6.59,0.347,3.144,155.258,184.443,2.19105398737578,2.26586217748605,111.427,111.427,109.829,3.943,42.025,0.01,气层,马五41a,-0.0748081901102684,0.224,0.882,单采,气层,气层优势类
靖53-1,4287.625,14.949,33.0,161.752,0.497,21.782,1.242,2.722,0.128,6.624,0.35,3.237,155.922,185.248,2.1929073968086,2.26775352788671,116.405,116.405,114.857,4.059,39.855,0.01,气层,马五41a,-0.0748461310781119,0.222,0.847,单采,气层,气层优势类
靖53-1,4287.75,15.565,33.403,162.249,0.459,21.801,1.18,2.715,0.139,6.702,0.358,3.387,155.615,184.808,2.19205145707045,2.26672076710408,118.545,118.545,117.106,4.132,38.717,0.01,气层,马五41a,-0.0746693100336349,0.219,0.817,单采,气层,气层优势类
靖53-1,4287.875,15.955,34.197,162.479,0.443,21.825,1.067,2.712,0.144,6.82,0.37,3.569,152.759,181.167,2.18400680670636,2.2580790927718,120.327,120.327,119.125,4.157,38.148,0.01,气层,马五41a,-0.0740722860654355,0.226,0.813,单采,气层,气层优势类
靖53-1,4288.0,15.556,34.618,162.236,0.432,21.839,1.03,2.71,0.139,6.916,0.38,3.654,151.598,179.564,2.18069347177959,2.25421927125946,121.369,121.369,120.747,4.189,37.576,0.01,气层,马五41a,-0.0735257994798704,0.241,0.812,单采,气层,气层优势类
延948-2,4181.0,24.316,38.752,170.532,0.362,21.408,2.702,2.688,0.349,2.734,0.05,3.714,357.666,350.736,2.55347765774976,2.5449803447208,334.907,334.907,352.533,2.79,65.692,0.124,气层,马五41a,0.00849731302895762,-0.299,0.412,单采,气层,气层优势类
延948-2,4181.125,24.734,38.608,169.354,0.333,21.394,2.608,2.691,0.367,2.522,0.018,3.746,440.282,417.456,2.64373093060949,2.62061070745025,418.127,418.127,440.292,2.621,63.077,0.095,气层,马五41a,0.0231202231592471,-0.349,0.351,单采,气层,气层优势类
延948-2,4181.25,26.367,38.486,167.625,0.292,21.526,2.511,2.694,0.385,2.4,0.0,3.765,523.483,480.691,2.71890258262217,2.68186599088894,504.405,504.405,531.185,2.41,62.83,0.065,气层,马五41a,0.0370365917332349,-0.385,0.292,单采,气层,气层优势类
延948-2,4181.375,28.908,38.387,166.048,0.253,21.676,2.41,2.694,0.385,2.4,0.0,3.767,564.13,512.827,2.75137919578641,2.70997088242793,545.029,545.029,573.792,2.256,64.653,0.049,气层,马五41a,0.0414083133584797,-0.385,0.253,单采,气层,气层优势类
延948-2,4181.5,31.426,38.312,164.987,0.228,21.739,2.248,2.691,0.367,2.506,0.016,3.766,548.817,506.4,2.73942755548996,2.7044936970093,529.325,529.325,557.184,2.187,67.643,0.043,气层,马五41a,0.0349338584806582,-0.351,0.244,单采,气层,气层优势类
延948-2,4181.625,32.812,38.258,164.446,0.215,21.751,2.075,2.685,0.331,2.687,0.043,3.753,492.784,475.72,2.69265659845727,2.67735141021126,455.417,455.417,479.386,2.249,69.388,0.048,气层,马五41a,0.0153051882460038,-0.288,0.258,单采,气层,气层优势类
延948-2,4181.75,32.095,38.223,164.259,0.21,21.769,1.991,2.679,0.296,2.88,0.072,3.739,461.002,450.02,2.66370280952648,2.6532318153234,433.346,433.346,456.154,2.464,65.524,0.072,气层,马五41a,0.0104709942030832,-0.224,0.282,单采,气层,气层优势类
延948-2,4181.875,30.289,38.206,164.017,0.204,21.799,2.003,2.676,0.278,3.013,0.092,3.72,460.661,439.586,2.66338144602358,2.64304385249675,436.931,436.931,459.927,2.683,60.177,0.105,气层,马五41a,0.0203375935268277,-0.186,0.296,单采,气层,气层优势类
延948-2,4182.0,28.873,38.203,163.425,0.19,21.824,2.078,2.678,0.29,3.041,0.097,3.672,465.374,433.839,2.66780211601141,2.63732859037867,446.007,446.007,469.481,2.737,58.674,0.114,气层,马五41a,0.0304735256327451,-0.193,0.287,单采,气层,气层优势类
延948-2,4182.125,28.939,38.213,162.626,0.171,21.823,2.159,2.686,0.337,2.971,0.086,3.589,447.402,415.68,2.65069792117103,2.61875912939293,429.298,429.298,451.893,2.565,63.937,0.086,气层,马五41a,0.031938791778098,-0.251,0.257,单采,气层,气层优势类
延948-2,4182.25,30.301,38.232,162.162,0.16,21.794,2.21,2.696,0.396,2.858,0.069,3.483,405.91,383.776,2.60842975072926,2.58407781200063,385.841,385.841,406.148,2.283,75.462,0.052,气层,马五41a,0.0243519387286386,-0.327,0.229,单采,气层,气层优势类
延948-2,4182.375,32.987,38.257,162.529,0.169,21.755,2.357,2.703,0.438,2.758,0.054,3.386,359.968,347.038,2.55626389509751,2.54037703181319,338.859,338.859,356.693,1.97,92.863,0.027,气层,马五41a,0.0158868632843125,-0.384,0.223,单采,气层,气层优势类
延948-2,4182.5,37.348,38.287,163.64,0.195,21.741,2.935,2.706,0.456,2.725,0.049,3.362,328.611,317.071,2.51668209701548,2.50115652233009,310.984,310.984,327.276,1.652,100.0,0.013,气层,马五41a,0.0155255746853991,-0.407,0.244,单采,气层,气层优势类
延948-2,4182.625,43.308,38.318,164.922,0.226,21.756,3.671,2.705,0.45,2.774,0.056,3.456,307.733,296.522,2.48817407066877,2.47205692071597,289.998,289.998,305.213,1.263,100.0,0.004,气层,马五41a,0.0161171499527986,-0.394,0.282,单采,气层,气层优势类
延948-2,4182.75,49.287,38.35,165.831,0.248,21.777,4.021,2.706,0.456,2.891,0.074,3.58,296.598,285.981,2.47216821819643,2.45633718043932,280.538,280.538,295.296,0.891,100.0,0.001,气层,马五41a,0.0158310377571116,-0.382,0.322,单采,气层,气层优势类
延948-2,4182.875,52.796,38.379,166.111,0.255,21.769,3.914,2.711,0.485,3.024,0.094,3.664,294.893,284.905,2.46966446364215,2.45470007104837,278.721,278.721,293.39,0.67,100.0,0.001,气层,马五41a,0.014964392593777,-0.391,0.349,单采,气层,气层优势类
延948-2,4183.0,53.278,38.406,165.679,0.245,21.724,3.701,2.719,0.533,3.131,0.11,3.712,302.683,294.953,2.48098802976556,2.46975281778545,285.679,285.679,300.715,0.609,100.0,0.001,气层,马五41a,0.01123521198011,-0.423,0.355,单采,气层,气层优势类
延948-2,4183.125,52.513,38.429,164.792,0.223,21.667,3.55,2.728,0.586,3.185,0.118,3.712,327.269,326.251,2.5149048694493,2.51355185151512,306.574,306.574,322.71,0.611,100.0,0.001,气层,马五41a,0.00135301793417408,-0.468,0.341,单采,气层,气层优势类
延948-2,4183.25,52.513,38.448,164.172,0.208,21.647,3.435,2.733,0.615,3.188,0.119,3.697,384.851,391.948,2.58529261937131,2.59322845270652,356.387,356.387,375.144,0.591,100.0,0.001,气层,马五41a,-0.00793583333520376,-0.496,0.327,单采,气层,气层优势类
延948-2,4183.375,52.084,38.462,164.039,0.205,21.689,3.307,2.731,0.604,3.129,0.11,3.699,502.961,506.948,2.70153431081845,2.70496341402514,465.499,465.499,489.999,0.621,100.0,0.001,气层,马五41a,-0.00342910320668555,-0.494,0.315,单采,气层,气层优势类
延948-2,4183.5,48.36,38.473,164.056,0.205,21.765,3.119,2.723,0.556,2.999,0.09,3.708,698.465,670.426,2.84414464854941,2.8263508484587,659.506,659.506,694.217,0.867,100.0,0.001,气层,马五41a,0.0177938000907121,-0.466,0.295,单采,气层,气层优势类
延948-2,4183.625,41.794,38.479,163.851,0.2,21.818,2.885,2.712,0.491,2.818,0.063,3.666,913.961,835.404,2.96092766417348,2.92189655038058,880.925,880.925,927.29,1.32,87.899,0.005,气层,马五41a,0.0390311137928938,-0.428,0.263,单采,气层,气层优势类
延948-2,4183.75,34.758,38.483,163.312,0.187,21.819,2.615,2.702,0.432,2.62,0.033,3.602,1054.039,937.994,3.02285668029915,2.9722000603671,1027.682,1027.682,1081.771,1.834,58.428,0.02,气层,马五41a,0.0506566199320515,-0.399,0.22,单采,气层,气层优势类
延948-2,4183.875,30.053,38.483,162.655,0.172,21.788,2.382,2.696,0.396,2.466,0.01,3.564,1032.529,924.879,3.01390225825881,2.96608491860969,1002.919,1002.919,1055.266,2.15,50.171,0.04,气层,马五41a,0.0478173396491157,-0.386,0.182,单采,气层,气层优势类
延948-2,4184.0,27.766,38.483,162.25,0.162,21.747,2.224,2.696,0.396,2.399,0.0,3.552,879.93,814.557,2.94444812462413,2.91092148019679,841.809,841.809,885.238,2.269,51.535,0.05,气层,马五41a,0.0335266444273388,-0.396,0.162,单采,气层,气层优势类
延948-2,4184.125,27.033,38.481,162.354,0.164,21.686,2.125,2.699,0.414,2.454,0.008,3.551,675.553,653.847,2.82965942693999,2.81547613543525,633.896,633.896,667.079,2.279,58.602,0.051,气层,马五41a,0.0141832915047471,-0.406,0.172,单采,气层,气层优势类
延948-2,4184.25,27.093,38.48,162.821,0.176,21.611,2.059,2.706,0.456,2.616,0.033,3.522,508.45,506.002,2.70624825167026,2.70415223341539,472.933,472.933,497.824,2.237,68.876,0.047,气层,马五41a,0.0020960182548766,-0.423,0.209,单采,气层,气层优势类
延948-2,4184.375,27.687,38.48,163.371,0.189,21.548,2.054,2.713,0.497,2.84,0.066,3.449,396.951,394.577,2.59873690035758,2.5961317665112,371.285,371.285,390.826,2.184,79.65,0.042,气层,马五41a,0.00260513384638106,-0.431,0.255,单采,气层,气层优势类
延948-2,4184.5,28.518,38.482,163.833,0.2,21.514,2.171,2.721,0.544,3.077,0.102,3.333,328.334,321.545,2.51631585759326,2.50724176072553,309.074,309.074,325.342,2.139,89.461,0.039,气层,马五41a,0.00907409686773342,-0.442,0.302,单采,气层,气层优势类
延948-2,4184.625,29.39,38.487,164.373,0.213,21.476,2.368,2.727,0.58,3.283,0.133,3.205,278.927,270.764,2.44549055579871,2.43259092131049,263.097,263.097,276.945,2.072,98.326,0.034,气层,马五41a,0.0128996344882215,-0.447,0.346,单采,气层,气层优势类
延948-2,4184.75,30.876,38.495,165.241,0.234,21.419,2.538,2.734,0.621,3.453,0.158,3.089,241.58,234.007,2.38306097693099,2.3692288489311,228.058,228.058,240.061,1.933,100.0,0.025,气层,马五41a,0.0138321279998967,-0.463,0.392,单采,气层,气层优势类
延948-2,4184.875,33.848,38.508,166.461,0.263,21.369,2.619,2.741,0.663,3.608,0.182,3.009,214.935,208.916,2.33230714173244,2.31997170204645,202.541,202.541,213.201,1.699,100.0,0.014,气层,马五41a,0.0123354396859918,-0.481,0.445,单采,气层,气层优势类
延948-2,4185.0,37.199,38.527,167.696,0.293,21.368,2.684,2.749,0.71,3.773,0.207,2.973,198.477,193.844,2.29771018690859,2.28745236295366,186.712,186.712,196.538,1.463,100.0,0.007,气层,马五41a,0.0102578239549334,-0.503,0.5,单采,气层,气层优势类
延948-2,4185.125,39.09,38.552,168.742,0.318,21.427,2.716,2.755,0.746,3.947,0.233,2.995,194.022,189.843,2.28785097702762,2.27839458821577,182.447,182.447,192.046,1.358,100.0,0.005,气层,马五41b,0.00945638881184996,-0.513,0.551,单采,气层,气层优势类
延948-2,4185.25,39.034,38.583,169.317,0.332,21.52,2.685,2.76,0.775,4.105,0.256,3.079,202.862,197.923,2.30720070284458,2.29649626511433,190.951,190.951,201.058,1.363,100.0,0.005,气层,马五41b,0.0107044377302552,-0.519,0.588,单采,气层,气层优势类
延948-2,4185.375,38.288,38.622,169.16,0.329,21.602,2.643,2.763,0.793,4.214,0.273,3.201,223.255,216.126,2.3488011940918,2.33470701573705,210.698,210.698,221.879,1.401,100.0,0.006,气层,马五41b,0.014094178354747,-0.52,0.602,单采,气层,气层优势类
延948-2,4185.5,37.296,38.668,168.234,0.306,21.635,2.664,2.767,0.817,4.215,0.273,3.325,253.556,242.452,2.40407389189458,2.3846257709856,240.403,240.403,253.055,1.42,100.0,0.006,气层,马五41b,0.0194481209089852,-0.544,0.579,单采,气层,气层优势类
延948-2,4185.625,35.858,38.722,166.931,0.275,21.604,2.754,2.771,0.84,4.05,0.248,3.418,287.551,271.627,2.45871488225795,2.43397293706725,273.914,273.914,288.33,1.423,100.0,0.006,气层,马五41b,0.0247419451907041,-0.592,0.523,单采,气层,气层优势类
延948-2,4185.75,34.327,38.783,165.447,0.239,21.539,2.844,2.772,0.846,3.731,0.2,3.476,317.974,298.22,2.50239161017889,2.47453676587209,303.69,303.69,319.674,1.414,100.0,0.006,气层,马五41b,0.0278548443068019,-0.646,0.439,单采,气层,气层优势类
延948-2,4185.875,33.414,38.852,163.737,0.198,21.485,2.892,2.769,0.828,3.319,0.138,3.523,338.663,317.504,2.5297677511956,2.50174920102007,323.347,323.347,340.365,1.377,100.0,0.006,气层,马五41b,0.0280185501755255,-0.69,0.336,单采,气层,气层优势类
延948-2,4186.0,33.322,38.929,161.97,0.155,21.467,2.911,2.76,0.775,2.94,0.081,3.579,349.456,328.496,2.54339250151186,2.51653008565073,333.113,333.113,350.645,1.37,100.0,0.005,气层,马五41b,0.0268624158611313,-0.694,0.236,单采,气层,气层优势类
延962-1,4071.0,12.416,69.879,164.774,0.184,23.748,0.771,2.692,0.308,4.509,0.131,3.329,69.48,74.151,1.84185980977506,1.87011701229702,33.517,33.517,32.994,1.903,100.0,0.01,气层,马五41a,-0.0282572025219552,-0.177,0.315,单采,气层,气层优势类
延962-1,4071.125,12.435,69.837,162.853,0.149,23.789,0.807,2.701,0.361,4.392,0.121,3.339,78.565,83.501,1.89522911484139,1.92169167658398,34.144,34.144,33.605,1.77,100.0,0.01,气层,马五41a,-0.0264625617425831,-0.24,0.27,单采,气层,气层优势类
延962-1,4071.25,12.422,69.812,159.849,0.095,23.86,0.844,2.71,0.414,4.411,0.123,3.303,89.323,94.674,1.95096330084775,1.97623072655468,34.789,34.789,34.239,1.641,100.0,0.01,气层,马五41a,-0.0252674257069299,-0.291,0.218,单采,气层,气层优势类
延962-1,4071.375,12.417,69.809,158.676,0.073,23.949,0.88,2.718,0.462,4.598,0.138,3.265,94.415,100.252,1.97504099747305,2.00109304543486,35.339,35.339,34.787,1.854,100.0,0.01,气层,马五41a,-0.0260520479618078,-0.324,0.211,单采,气层,气层优势类
延962-1,4071.5,12.934,69.812,160.04,0.098,24.154,0.942,2.721,0.479,5.44,0.207,3.187,96.265,102.434,1.98346841516406,2.01044413204546,36.254,36.254,35.727,2.299,100.0,0.01,气层,马五41a,-0.0269757168813964,-0.272,0.305,单采,气层,气层优势类
延962-1,4071.625,13.419,69.82,162.683,0.146,24.26,0.975,2.716,0.45,5.952,0.248,3.224,92.575,98.548,1.96649372072148,1.99364781483791,36.846,36.846,36.342,2.682,96.182,0.01,气层,马五41a,-0.027154094116431,-0.202,0.394,单采,气层,气层优势类
延962-1,4071.75,13.997,69.831,167.217,0.228,24.361,1.012,2.708,0.402,6.41,0.286,3.276,84.528,89.717,1.92700059334286,1.95287474300691,37.725,37.725,37.247,3.244,88.505,0.01,气层,马五41a,-0.0258741496640458,-0.116,0.514,单采,气层,气层优势类
延962-1,4071.875,14.549,69.84,170.185,0.282,24.451,1.048,2.7,0.355,6.768,0.315,3.309,78.691,82.825,1.89592506433051,1.918161444554,38.927,38.927,38.563,3.386,82.116,0.01,气层,马五41a,-0.0222363802234911,-0.04,0.597,单采,气层,气层优势类
延962-1,4072.0,14.583,69.85,170.857,0.294,24.563,1.113,2.688,0.284,7.113,0.343,3.323,75.706,78.89,1.87913030041989,1.89702195606036,42.699,42.699,42.556,3.806,70.222,0.01,气层,马五41a,-0.0178916556404753,0.0590000000000001,0.637,单采,气层,气层优势类
延962-1,4072.125,13.943,69.868,170.784,0.293,24.577,1.15,2.687,0.278,7.141,0.345,3.232,75.453,78.041,1.87767651193857,1.89232282571094,45.305,45.305,45.161,4.26,59.626,0.01,气层,马五41a,-0.0146463137723716,0.0669999999999999,0.638,单采,气层,气层优势类
延962-1,4072.25,13.255,69.893,170.238,0.283,24.569,1.184,2.69,0.296,7.15,0.346,3.129,76.117,78.36,1.8814816631,1.8940944273227,48.225,48.225,48.027,4.207,58.614,0.01,气层,马五41a,-0.0126127642227007,0.05,0.629,单采,气层,气层优势类
延962-1,4072.375,12.92,69.915,170.128,0.281,24.552,1.207,2.696,0.331,7.161,0.347,2.996,76.148,78.106,1.88165850123253,1.89268439708861,51.282,51.282,51.059,3.776,64.071,0.01,气层,马五41a,-0.0110258958560769,0.016,0.628,单采,气层,气层优势类
延962-1,4072.5,13.306,69.941,170.73,0.292,24.544,1.216,2.709,0.408,7.026,0.336,2.81,76.038,77.607,1.88103068525302,1.88990089553996,57.366,57.366,57.326,3.184,72.462,0.01,气层,马五41a,-0.00887021028693735,-0.072,0.628,单采,气层,气层优势类
延962-1,4072.625,13.354,69.987,171.56,0.307,24.573,1.206,2.713,0.432,6.843,0.321,2.742,76.193,77.096,1.88191507368846,1.88703184597583,60.506,60.506,60.589,3.149,71.324,0.01,气层,马五41a,-0.00511677228737617,-0.111,0.628,单采,气层,气层优势类
延962-1,4072.75,13.01,70.05,171.128,0.299,24.628,1.182,2.713,0.432,6.644,0.305,2.724,77.013,77.063,1.88656404142862,1.88684591173752,63.829,63.829,64.058,3.157,69.115,0.01,气层,马五41a,-0.000281870308905141,-0.127,0.604,单采,气层,气层优势类
延962-1,4072.875,12.418,70.098,168.94,0.259,24.7,1.15,2.712,0.426,6.475,0.291,2.705,78.624,77.994,1.89555513479999,1.89206119413768,67.679,67.679,68.076,3.207,64.634,0.01,气层,马五41a,0.00349394066230602,-0.135,0.55,单采,气层,气层优势类
延962-1,4073.0,12.316,70.154,165.646,0.2,24.835,1.083,2.707,0.396,6.244,0.272,2.664,81.934,80.329,1.91346415753879,1.90487236055005,79.431,79.431,80.33,3.262,58.946,0.01,气层,马五41a,0.00859179698874213,-0.124,0.472,单采,气层,气层优势类
延1193,3822.0,16.475,96.708,173.629,0.451,21.73,1.548,2.652,0.2,12.176,1.0,3.899,108.466,103.927,2.03529362457683,2.01672839094208,77.259,80.687,84.153,7.009,27.733,0.088,气层,马五41a,0.0185652336347522,0.8,1.451,单采,气层,气层优势类
延1193,3822.125,16.205,97.019,175.936,0.493,21.771,1.48,2.639,0.138,12.05,0.984,3.867,104.753,100.363,2.02016646948835,2.00157363454744,65.917,68.872,71.846,7.321,27.105,0.107,气层,马五41a,0.0185928349409026,0.846,1.477,单采,气层,气层优势类
延1193,3822.25,16.022,97.28,178.525,0.54,21.767,1.438,2.626,0.076,11.916,0.968,3.838,100.057,95.855,2.00024747733034,1.98161477152576,66.032,68.992,71.971,7.576,25.295,0.124,气层,马五41a,0.0186327058045861,0.892,1.508,单采,气层,气层优势类
延1193,3822.375,15.624,97.341,180.532,0.576,21.748,1.32,2.615,0.024,11.828,0.957,3.809,96.727,92.658,1.98554771828456,1.96688292182939,72.495,75.724,78.983,7.617,23.613,0.127,气层,马五41a,0.0186647964551745,0.933,1.533,单采,气层,气层优势类
延1193,3822.5,12.956,97.143,179.661,0.56,21.726,1.053,2.61,0.0,11.808,0.954,3.728,96.415,92.359,1.98414460558804,1.96547922202737,80.138,83.685,87.276,7.378,23.603,0.111,气层,马五41a,0.0186653835606676,0.954,1.514,单采,气层,气层优势类
延1193,3822.625,11.974,97.092,177.126,0.515,21.712,0.905,2.614,0.019,11.787,0.952,3.677,100.877,96.642,2.00379215819212,1.98516590906654,83.901,87.606,91.36,7.173,24.126,0.098,气层,马五41a,0.0186262491255744,0.933,1.467,单采,气层,气层优势类
延1193,3822.75,11.773,96.968,175.241,0.481,21.705,0.817,2.62,0.048,11.68,0.938,3.625,108.473,103.934,2.0353216514542,2.01675764184893,83.186,86.861,90.584,7.127,24.796,0.095,气层,马五41a,0.0185640096052664,0.89,1.419,单采,气层,气层优势类
延1193,3822.875,12.839,96.844,175.336,0.482,21.702,0.798,2.624,0.067,11.501,0.916,3.577,116.089,111.246,2.06479107016384,2.04628440428975,80.474,84.035,87.641,7.595,23.419,0.126,气层,马五41a,0.0185066658740887,0.849,1.398,单采,气层,气层优势类
延1193,3823.0,15.495,96.646,180.637,0.578,21.664,1.051,2.624,0.067,11.178,0.876,3.518,118.96,114.001,2.0754009555139,2.05690866092048,80.366,83.923,87.524,7.376,23.861,0.111,气层,马五41a,0.0184922945934156,0.809,1.454,单采,气层,气层优势类
延1193,3823.125,15.285,96.646,182.811,0.617,21.648,1.239,2.626,0.076,11.059,0.861,3.511,116.218,111.369,2.06527339737674,2.04676432007898,85.055,88.808,93.625,7.479,22.174,0.117,气层,马五41a,0.0185090772977596,0.785,1.478,单采,气层,气层优势类
延1193,3823.25,14.203,96.595,183.211,0.625,21.651,1.469,2.633,0.11,10.947,0.848,3.518,113.783,109.032,2.05607738018118,2.03755397852623,90.606,94.589,99.774,7.399,22.437,0.112,气层,马五41a,0.0185234016549467,0.738,1.473,单采,气层,气层优势类
延1193,3823.375,13.746,96.522,182.317,0.608,21.65,1.696,2.645,0.167,10.81,0.831,3.536,110.937,106.299,2.0450764173472,2.02652917894922,86.934,90.679,93.513,6.985,25.77,0.087,气层,马五41a,0.0185472383979799,0.664,1.439,单采,气层,气层优势类
延1193,3823.5,14.078,96.547,178.878,0.546,21.626,2.017,2.665,0.262,10.55,0.798,3.596,107.898,103.382,2.03301339466425,2.01444492965564,72.915,75.961,77.48,6.884,29.548,0.082,气层,马五41a,0.0185684650086047,0.536,1.344,单采,气层,气层优势类
延1193,3823.625,13.845,96.635,177.891,0.528,21.619,2.07,2.667,0.271,10.565,0.8,3.634,108.36,103.826,2.03486899636113,2.01630612270886,60.813,63.347,64.639,6.895,30.846,0.082,气层,马五41a,0.0185628736522663,0.529,1.328,单采,气层,气层优势类
延1193,3823.75,13.457,96.759,177.805,0.527,21.628,1.973,2.663,0.252,10.675,0.814,3.679,107.622,103.117,2.03190105852346,2.01333026952768,56.126,58.465,59.658,6.996,31.407,0.088,气层,马五41a,0.0185707889957785,0.562,1.341,单采,气层,气层优势类
