井名,深度,GR,SP,AC,AC1,CAL,U,DEN,DEN1,CNL,CNL1,PE,RD,RS,log（RD）,log（RS）,m2r3,m2r6,m2r9,POR,SW,PERM,试油结论,层位,∆ Φ1,∆ Φ2,∆ Φ3,备注,y_fine,y_coarse
延938-5,4290.5,27.573,49.372,170.926,0.433,22.128,1.397,2.673,0.04,6.835,0.358,3.278,211.261,195.821,2.32481933118352,2.29185926405075,47.217,49.701,52.187,3.337,72.251,0.01,气层,马五41a,0.0329600671327683,0.318,0.791,合采,气层,气层优势类
延938-5,4290.625,25.481,49.285,171.595,0.451,22.148,1.378,2.668,0.011,6.964,0.376,3.282,203.724,188.92,2.30904219470262,2.27627793690466,46.364,48.803,51.244,3.365,72.224,0.01,气层,马五41a,0.032764257797953,0.365,0.827,合采,气层,气层优势类
延938-5,4290.75,24.933,49.23,171.827,0.457,22.155,1.377,2.666,0.0,7.082,0.392,3.3,196.166,181.951,2.29262373652022,2.25995444680485,45.907,48.323,50.739,3.328,73.183,0.01,气层,马五41a,0.0326692897153653,0.392,0.849,合采,气层,气层优势类
延938-5,4290.875,25.459,49.205,171.795,0.456,22.154,1.387,2.67,0.023,7.188,0.406,3.332,186.013,172.531,2.26954329707261,2.23686713952149,45.839,48.252,50.664,3.279,74.19,0.01,气层,马五41a,0.0326761575511254,0.383,0.862,合采,气层,气层优势类
延938-5,4291.0,26.07,49.212,171.647,0.452,22.149,1.392,2.677,0.062,7.316,0.423,3.372,175.19,162.459,2.24350931262677,2.21074377565064,46.138,48.566,50.995,3.245,74.557,0.01,气层,马五41a,0.0327655369761319,0.361,0.875,合采,气层,气层优势类
延938-5,4291.125,26.001,49.257,171.484,0.448,22.145,1.386,2.684,0.102,7.497,0.447,3.414,164.602,152.614,2.21643510781238,2.18359437532174,46.61,49.064,51.517,3.779,64.545,0.01,气层,马五41a,0.0328407324906421,0.345,0.895,合采,气层,气层优势类
延938-5,4291.25,25.147,49.34,171.341,0.444,22.141,1.336,2.689,0.13,7.7,0.475,3.452,154.524,143.307,2.18899594174202,2.15626740454336,47.415,49.91,52.406,4.135,57.548,0.01,气层,马五41a,0.0327285371986616,0.345,0.919,合采,气层,气层优势类
延938-5,4291.375,24.64,49.459,171.211,0.441,22.137,1.272,2.692,0.147,7.862,0.497,3.476,145.234,134.811,2.16206829875975,2.1297253302141,48.465,51.017,53.567,4.12,57.253,0.01,气层,马五41a,0.0323429685456489,0.35,0.938,合采,气层,气层优势类
延938-5,4291.5,25.269,49.612,171.057,0.437,22.132,1.288,2.69,0.136,7.938,0.507,3.482,135.979,126.422,2.13347184301489,2.1018226565984,49.415,52.016,54.616,4.152,56.135,0.01,气层,马五41a,0.0316491864164936,0.371,0.944,合采,气层,气层优势类
延938-5,4291.625,26.232,49.801,170.705,0.428,22.122,1.396,2.683,0.096,7.922,0.505,3.468,126.49,117.8,2.10205619257519,2.07114529045108,50.314,52.962,55.61,4.233,54.624,0.01,气层,马五41a,0.0309109021241061,0.409,0.933,合采,气层,气层优势类
延938-5,4291.75,26.038,50.018,169.956,0.408,22.099,1.48,2.672,0.034,7.838,0.493,3.438,118.568,110.577,2.07396749426752,2.04366480317263,50.923,53.603,56.283,4.3,53.592,0.011,气层,马五41a,0.0303026910948967,0.459,0.901,合采,气层,气层优势类
延938-5,4291.875,24.39,50.255,168.776,0.376,22.063,1.505,2.669,0.017,7.712,0.476,3.398,115.434,107.776,2.06233374502054,2.03252206114752,51.472,54.181,56.89,3.727,62.502,0.01,气层,马五41a,0.0298116838730271,0.459,0.852,合采,气层,气层优势类
延938-5,4292.0,23.565,50.505,167.269,0.337,22.018,1.579,2.68,0.079,7.57,0.457,3.354,117.835,110.113,2.07127430614891,2.04183859503875,53.019,55.81,58.6,3.157,71.163,0.01,气层,马五41a,0.0294357111101538,0.378,0.794,合采,气层,气层优势类
延1195,3970.0,16.449,46.489,159.588,0.089,22.085,1.736,2.74,0.71,11.005,0.472,3.344,88.514,84.409,1.94701196721629,1.92638875517959,58.552,56.128,54.512,6.481,29.716,0.063,气层,马五41a,0.0206232120366925,-0.238,0.561,合采,气层,气层优势类
延1195,3970.125,17.982,46.442,161.857,0.11,22.185,1.813,2.719,0.663,11.399,0.506,3.365,73.352,69.959,1.86541195972153,1.8448435930081,64.215,60.375,57.816,7.283,25.829,0.105,气层,马五41a,0.0205683667134287,-0.157,0.616,合采,气层,气层优势类
延1195,3970.25,19.373,46.419,164.4,0.132,22.403,1.861,2.698,0.616,11.765,0.538,3.36,60.719,57.708,1.78332461041611,1.76123602312143,69.774,64.583,61.123,7.484,24.237,0.118,气层,马五41a,0.0220885872946783,-0.078,0.67,合采,气层,气层优势类
延1195,3970.375,20.175,46.412,166.691,0.153,22.698,1.883,2.689,0.596,12.207,0.576,3.352,53.055,50.127,1.72472631887043,1.70007171374067,70.274,64.533,60.706,8.245,21.878,0.181,气层,马五41a,0.0246546051297589,-0.02,0.729,合采,气层,气层优势类
延1195,3970.5,19.747,46.419,168.208,0.166,22.967,1.855,2.694,0.607,12.427,0.595,3.344,50.168,47.136,1.70042678776729,1.67335272516254,64.078,58.922,55.485,8.416,22.199,0.197,气层,马五41a,0.0270740626047565,-0.012,0.761,合采,气层,气层优势类
延1195,3970.625,18.4,46.434,169.199,0.175,23.042,1.751,2.704,0.629,12.185,0.574,3.346,50.955,47.708,1.70718680592571,1.67859121058177,52.575,48.948,46.53,7.834,26.393,0.145,气层,马五41a,0.0285955953439347,-0.055,0.749,合采,气层,气层优势类
延1195,3970.75,17.119,46.469,169.593,0.179,22.884,1.623,2.708,0.638,11.762,0.537,3.35,54.235,50.724,1.73427964449282,1.70521349387664,38.899,37.092,35.888,7.809,28.371,0.142,气层,马五41a,0.0290661506161765,-0.101,0.716,合采,气层,气层优势类
延1195,3970.875,17.001,46.495,169.527,0.178,22.616,1.591,2.706,0.634,11.645,0.527,3.329,58.377,54.624,1.76624177278761,1.73738349943464,34.948,33.406,32.379,7.809,31.731,0.142,气层,马五41a,0.028858273352971,-0.107,0.705,合采,气层,气层优势类
延1195,3971.0,17.39,46.521,170.25,0.185,22.473,1.567,2.701,0.622,11.89,0.549,3.336,62.572,58.652,1.79638003663138,1.76828282590005,40.327,37.616,35.809,7.871,30.008,0.147,气层,马五41a,0.028097210731338,-0.073,0.734,合采,气层,气层优势类
延1195,3971.125,17.765,46.547,172.263,0.203,22.498,1.557,2.696,0.611,12.12,0.569,3.337,65.92,61.951,1.81901719868906,1.79204832105876,46.712,42.82,40.226,7.951,28.525,0.154,气层,马五41a,0.0269688776302985,-0.042,0.772,合采,气层,气层优势类
延1195,3971.25,18.013,46.572,175.318,0.23,22.581,1.555,2.69,0.598,11.92,0.551,3.31,67.639,63.721,1.83019717820287,1.80428258274545,49.142,44.977,42.2,8.158,26.751,0.172,气层,马五41a,0.0259145954574251,-0.0469999999999999,0.781,合采,气层,气层优势类
延1195,3971.375,18.078,46.597,177.917,0.254,22.627,1.537,2.681,0.578,11.643,0.527,3.336,67.192,63.384,1.82731756825206,1.80197964291853,46.872,43.401,41.086,8.315,26.576,0.187,气层,马五41a,0.0253379253335313,-0.0509999999999999,0.781,合采,气层,气层优势类
延1195,3971.5,17.969,46.622,178.775,0.261,22.658,1.494,2.664,0.539,11.781,0.539,3.381,64.937,61.228,1.81249222094627,1.78695007352768,43.992,41.225,39.38,8.337,26.893,0.189,气层,马五41a,0.0255421474185813,0.0,0.8,合采,气层,气层优势类
延1195,3971.625,17.713,46.647,177.73,0.252,22.726,1.433,2.639,0.483,12.24,0.579,3.389,62.031,58.339,1.79260878247048,1.76595898052442,42.997,40.438,38.731,8.945,25.393,0.259,气层,马五41a,0.0266498019460668,0.096,0.831,合采,气层,气层优势类
延1195,3971.75,17.238,46.674,175.382,0.231,22.798,1.351,2.616,0.431,12.413,0.594,3.384,60.038,56.185,1.7784262164921,1.74962038519993,43.369,40.775,39.046,8.916,25.45,0.255,气层,马五41a,0.0288058312921697,0.163,0.825,合采,气层,气层优势类
延1195,3971.875,16.684,46.703,171.355,0.195,22.812,1.25,2.609,0.416,11.983,0.557,3.377,60.854,56.598,1.78428913015578,1.75280108482237,43.669,41.198,39.551,7.97,28.305,0.157,气层,马五41a,0.0314880453334152,0.141,0.752,合采,气层,气层优势类
延1195,3972.0,16.15,46.738,166.004,0.147,22.763,1.17,2.627,0.456,11.349,0.502,3.375,65.631,60.748,1.81710902152301,1.78353198427427,44.252,41.957,40.427,7.548,29.497,0.122,气层,马五41a,0.0335770372487405,0.046,0.649,合采,气层,气层优势类
靖43-2,4109.5,31.92,69.93,163.52,0.094,23.882,2.354,2.74,0.507,8.677,0.505,3.455,339.153,263.157,2.53039566299822,2.42021492677944,86.106,86.106,86.021,0.01,100.0,0.001,含气层,马五41a,0.110180736218779,-0.002,0.599,单采,含气层,气层优势类
靖43-2,4109.625,28.717,68.763,159.699,0.041,23.867,1.839,2.756,0.565,7.972,0.435,3.344,421.73,339.019,2.6250344958952,2.53022403850965,79.353,79.353,79.54,0.01,100.0,0.001,含气层,马五41a,0.0948104573855568,-0.13,0.476,单采,含气层,气层优势类
靖43-2,4109.75,26.776,67.543,157.503,0.01,23.842,1.681,2.775,0.634,6.94,0.333,3.286,449.284,376.645,2.65252095267841,2.57593220650424,73.698,73.698,74.018,0.01,100.0,0.001,含气层,马五41a,0.0765887461741661,-0.301,0.343,单采,含气层,气层优势类
靖43-2,4109.875,25.798,66.34,156.775,0.0,23.748,1.653,2.79,0.688,5.727,0.213,3.383,410.235,360.09,2.61303271029472,2.55641106081832,73.489,73.489,73.909,0.01,100.0,0.001,含气层,马五41a,0.0566216494764005,-0.475,0.213,单采,含气层,气层优势类
靖43-2,4110.0,25.231,65.24,157.385,0.009,23.612,1.639,2.796,0.71,4.872,0.128,3.674,322.68,296.508,2.50877204827093,2.47203641543716,77.832,77.832,78.166,0.01,100.0,0.001,含气层,马五41a,0.0367356328337665,-0.582,0.137,单采,含气层,气层优势类
靖43-2,4110.125,25.047,64.263,159.584,0.039,23.508,1.655,2.795,0.707,4.754,0.116,3.969,232.646,223.187,2.36669558988944,2.34866889459938,75.974,75.974,75.914,0.01,100.0,0.001,含气层,马五41a,0.0180266952900627,-0.591,0.155,单采,含气层,气层优势类
靖43-2,4110.25,25.417,63.422,163.175,0.09,23.428,1.705,2.787,0.678,5.299,0.17,4.089,162.978,162.209,2.21212898401475,2.21007494692755,64.24,64.24,63.699,0.01,100.0,0.001,含气层,马五41a,0.00205403708720109,-0.508,0.26,单采,含气层,气层优势类
靖43-2,4110.375,25.914,62.736,167.118,0.145,23.476,1.755,2.781,0.656,5.898,0.23,3.988,120.691,123.122,2.08167488570573,2.09033566158227,51.788,51.788,50.874,0.01,100.0,0.001,含气层,马五41a,-0.00866077587653979,-0.426,0.375,单采,含气层,气层优势类
靖43-2,4110.5,25.964,62.193,170.963,0.199,23.575,1.796,2.774,0.63,5.918,0.232,3.826,96.114,99.615,1.98278665176749,1.99832473929453,45.063,45.063,43.843,0.01,100.0,0.001,含气层,马五41a,-0.0155380875270341,-0.398,0.431,单采,含气层,气层优势类
靖72-2,4133.0,40.289,43.873,159.414,0.138,22.462,1.864,2.699,0.17,4.753,0.015,3.662,215.815,202.866,2.33408162658801,2.30720926610828,99.899,99.899,104.061,0.163,100.0,0.002,含气层,马五41a,0.0268723604797305,-0.155,0.153,单采,含气层,气层优势类
靖72-2,4133.125,38.539,43.591,161.315,0.172,22.45,1.719,2.708,0.214,4.506,0.001,3.422,146.013,137.253,2.16439152411953,2.13752184579395,86.988,86.988,90.612,2.326,100.0,0.016,含气层,马五41a,0.0268696783255895,-0.213,0.173,单采,含气层,气层优势类
靖72-2,4133.25,35.754,43.139,163.127,0.205,22.367,1.663,2.715,0.248,5.137,0.036,3.3,114.049,107.206,2.0570914816654,2.0302190922035,75.683,75.683,78.836,4.247,76.509,0.037,含气层,马五41a,0.0268723894618987,-0.212,0.241,单采,含气层,气层优势类
靖72-2,4133.375,33.278,42.654,164.231,0.225,22.288,1.663,2.719,0.267,6.636,0.119,3.282,106.806,100.398,2.02859565057361,2.00172506143833,68.859,68.859,71.729,5.248,67.342,0.056,含气层,马五41a,0.0268705891352781,-0.148,0.344,单采,含气层,气层优势类
靖72-2,4133.5,32.524,42.378,165.729,0.252,22.142,1.69,2.724,0.291,7.623,0.174,3.317,106.086,99.721,2.02565807453356,1.99878662494911,57.202,57.202,59.585,6.124,60.673,0.081,含气层,马五41a,0.0268714495844566,-0.117,0.426,单采,含气层,气层优势类
靖72-2,4133.625,32.247,41.947,166.045,0.257,22.086,1.712,2.728,0.311,8.995,0.25,3.353,107.191,100.76,2.03015832253565,2.00328815882608,50.436,50.436,52.537,6.971,58.033,0.116,含气层,马五41a,0.0268701637095741,-0.061,0.507,单采,含气层,气层优势类
靖72-2,4133.75,31.894,41.683,165.106,0.24,22.096,1.737,2.738,0.359,9.632,0.285,3.432,106.346,99.965,2.02672115939533,1.99984797032459,41.724,41.724,43.463,7.067,62.524,0.12,含气层,马五41a,0.0268731890707412,-0.074,0.525,单采,含气层,气层优势类
靖72-2,4133.875,30.285,41.271,164.188,0.224,22.079,1.724,2.743,0.383,9.989,0.305,3.487,97.437,91.591,1.98872390394743,1.96185280071623,34.835,34.835,36.286,7.06,65.56,0.119,含气层,马五41a,0.0268711032312043,-0.078,0.529,单采,含气层,气层优势类
靖72-2,4134.0,28.584,40.839,164.132,0.223,22.049,1.697,2.744,0.388,9.893,0.3,3.494,89.729,84.346,1.95293282770972,1.92606449155918,31.675,31.675,32.995,7.101,69.647,0.122,含气层,马五41a,0.0268683361505395,-0.088,0.523,单采,含气层,气层优势类
延929-2,4192.0,18.31,39.187,178.076,0.271,22.372,1.538,2.691,0.568,10.094,0.398,3.17,285.988,269.493,2.45634781060066,2.4305474890001,43.618,43.618,42.384,7.254,46.031,0.103,含气层,马五41a,0.0258003216005522,-0.17,0.669,单采,含气层,气层优势类
延929-2,4192.125,18.045,38.691,180.278,0.298,22.456,1.498,2.672,0.531,10.408,0.421,3.187,292.088,275.242,2.46551371499876,2.4397147049141,42.452,42.452,41.212,7.55,45.016,0.122,含气层,马五41a,0.0257990100846603,-0.11,0.719,单采,含气层,气层优势类
延929-2,4192.25,17.822,38.249,181.466,0.312,22.549,1.447,2.651,0.49,10.746,0.446,3.198,288.566,271.922,2.46024515945933,2.43444434584453,40.794,40.794,39.54,7.826,44.395,0.143,含气层,马五41a,0.0258008136147967,-0.044,0.758,单采,含气层,气层优势类
延929-2,4192.375,17.685,37.846,181.583,0.313,22.604,1.395,2.632,0.453,11.0,0.465,3.201,282.146,265.872,2.45047389763196,2.42467260252227,38.913,38.913,37.638,8.187,43.314,0.175,含气层,马五41a,0.0258012951096918,0.012,0.778,单采,含气层,气层优势类
延929-2,4192.5,17.54,37.466,180.783,0.304,22.604,1.353,2.607,0.404,11.114,0.473,3.193,279.408,263.292,2.44623883666047,2.42043766347888,37.186,37.186,35.885,8.41,42.739,0.197,含气层,马五41a,0.0258011731815855,0.0689999999999999,0.777,单采,含气层,气层优势类
延929-2,4192.625,17.131,37.098,179.341,0.286,22.561,1.335,2.592,0.375,11.095,0.472,3.198,283.792,267.423,2.45300014868021,2.42719875649187,36.125,36.125,34.787,8.427,42.782,0.199,含气层,马五41a,0.0258013921883364,0.097,0.758,单采,含气层,气层优势类
延929-2,4192.75,16.549,36.738,177.755,0.267,22.521,1.337,2.591,0.373,11.044,0.468,3.267,291.52,274.706,2.4646683552929,2.43886814518115,35.96,35.96,34.568,8.299,42.806,0.186,含气层,马五41a,0.0258002101117514,0.095,0.735,单采,含气层,气层优势类
延929-2,4192.875,16.234,36.388,176.301,0.25,22.557,1.349,2.599,0.389,11.017,0.466,3.385,298.414,281.202,2.47481919406913,2.44901840520225,37.157,37.157,35.683,8.116,42.291,0.168,含气层,马五41a,0.0258007888668836,0.077,0.716,单采,含气层,气层优势类
延929-2,4193.0,16.735,36.046,175.135,0.236,22.688,1.359,2.612,0.414,11.033,0.467,3.463,307.387,289.657,2.48768549638543,2.46188402834565,39.936,39.936,38.354,7.954,41.397,0.154,含气层,马五41a,0.0258014680397709,0.053,0.703,单采,含气层,气层优势类
延929-2,4193.125,17.613,35.717,174.342,0.227,22.832,1.357,2.623,0.436,11.083,0.471,3.455,326.756,307.91,2.5142235709824,2.4884237937239,43.456,43.456,41.795,7.854,40.208,0.146,含气层,马五41a,0.0257997772584937,0.035,0.698,单采,含气层,气层优势类
延929-2,4193.25,17.951,35.402,173.767,0.22,22.926,1.345,2.63,0.449,11.119,0.474,3.422,356.777,336.199,2.55239684936147,2.52659641732734,47.215,47.215,45.525,7.824,38.648,0.143,含气层,马五41a,0.0258004320341265,0.025,0.694,单采,含气层,气层优势类
延929-2,4193.375,17.732,35.104,173.205,0.213,22.951,1.324,2.632,0.453,11.11,0.473,3.385,392.574,369.932,2.59392153308762,2.56812190044847,51.343,51.343,49.681,7.837,36.82,0.144,含气层,马五41a,0.0257996326391532,0.02,0.686,单采,含气层,气层优势类
延929-2,4193.5,17.459,34.823,172.365,0.203,22.909,1.315,2.631,0.451,11.05,0.469,3.374,434.189,409.146,2.63767881658543,2.61187830966971,56.108,56.108,54.545,7.854,34.674,0.146,含气层,马五41a,0.0258005069157199,0.018,0.672,单采,含气层,气层优势类
延929-2,4193.625,18.043,34.56,170.792,0.184,22.809,1.352,2.63,0.449,10.98,0.464,3.466,485.631,457.621,2.68630640191239,2.66050594579995,62.585,62.585,61.231,7.859,32.181,0.146,含气层,马五41a,0.0258004561124392,0.015,0.648,单采,含气层,气层优势类
延929-2,4193.75,19.33,34.315,168.411,0.156,22.726,1.437,2.63,0.449,10.925,0.459,3.639,541.012,509.808,2.73320689814905,2.70740664621484,71.976,71.976,70.976,7.843,29.347,0.145,含气层,马五41a,0.0258002519342155,0.01,0.615,单采,含气层,气层优势类
延929-2,4193.875,20.61,34.091,165.376,0.12,22.711,1.535,2.631,0.451,10.822,0.452,3.753,591.969,557.826,2.77229896435561,2.74649875265749,86.181,86.181,85.732,7.778,26.479,0.14,含气层,马五41a,0.0258002116981184,0.001,0.572,单采,含气层,气层优势类
延929-2,4194.0,21.349,33.884,162.154,0.081,22.724,1.603,2.636,0.461,10.562,0.432,3.661,635.983,599.301,2.80344550699296,2.77764500236546,107.103,107.103,107.193,6.818,26.915,0.078,含气层,马五41a,0.0258005046274987,-0.029,0.513,单采,含气层,气层优势类
延931,3714.0,30.425,61.47,178.793,0.281,22.129,2.187,2.705,0.488,7.799,0.202,3.191,948.217,855.417,2.97690773725167,2.93217787689207,201.406,201.406,208.105,2.206,52.771,0.007,含气层,马五41a,0.0447298603595994,-0.286,0.483,单采,含气层,气层优势类
延931,3714.125,24.494,60.19,178.193,0.275,22.112,2.122,2.665,0.351,7.285,0.134,2.95,510.964,460.954,2.70839030296817,2.6636575879863,188.628,188.628,184.498,3.517,35.917,0.01,含气层,马五41a,0.0447327149818708,-0.217,0.409,单采,含气层,气层优势类
延931,3714.25,22.844,58.9,177.955,0.273,22.065,2.113,2.629,0.227,7.325,0.139,2.746,316.21,285.26,2.49997560018236,2.45524087787096,162.287,162.287,151.131,4.292,26.502,0.016,含气层,马五41a,0.0447347223114032,-0.088,0.412,单采,含气层,气层优势类
延931,3714.375,22.958,57.627,178.308,0.276,22.005,2.095,2.599,0.124,7.925,0.218,2.69,231.233,208.598,2.36404981372423,2.31931014017331,129.156,129.156,116.029,5.255,24.999,0.033,含气层,马五41a,0.0447396735509202,0.094,0.494,单采,含气层,气层优势类
延931,3714.5,23.594,56.383,178.95,0.283,21.975,2.059,2.578,0.052,8.846,0.34,2.728,202.062,182.283,2.30548464730046,2.26074616755538,96.938,96.938,85.952,6.125,24.207,0.051,含气层,马五41a,0.0447384797450883,0.288,0.623,单采,含气层,气层优势类
延945,3959.0,29.148,70.037,164.086,0.154,22.22,1.966,2.723,0.283,2.043,0.046,4.111,375.485,380.672,2.57459259234592,2.5805509338338,87.279,87.279,82.648,0.0,100.0,0.0,含气层,马五41a,-0.00595834148788255,-0.237,0.2,单采,含气层,气层优势类
延945,3959.125,24.986,69.796,164.132,0.155,22.322,1.843,2.727,0.309,2.311,0.069,4.071,378.327,387.218,2.57786733662074,2.58795553747669,80.712,80.712,73.767,0.0,100.0,0.0,含气层,马五41a,-0.0100882008559506,-0.24,0.224,单采,含气层,气层优势类
延945,3959.25,22.068,69.575,164.483,0.162,22.43,1.684,2.73,0.329,2.76,0.109,4.037,309.349,318.907,2.49044871646016,2.50366405209968,75.154,75.154,67.331,0.0,100.0,0.0,含气层,马五41a,-0.0132153356395195,-0.22,0.271,单采,含气层,气层优势类
延945,3959.375,20.328,69.37,165.09,0.174,22.507,1.588,2.732,0.342,3.48,0.173,4.015,226.846,234.529,2.35573112570808,2.37019655179,70.158,70.158,63.12,0.0,100.0,0.0,含气层,马五41a,-0.0144654260819226,-0.169,0.347,单采,含气层,气层优势类
延945,3959.5,19.17,69.18,165.809,0.189,22.577,1.522,2.732,0.342,4.528,0.266,3.989,167.579,172.737,2.2242195945118,2.23738537274257,65.914,65.914,60.918,2.959,80.143,0.116,含气层,马五41a,-0.013165778230765,-0.076,0.455,单采,含气层,气层优势类
延945,3959.625,18.259,69.006,166.431,0.201,22.608,1.453,2.732,0.342,5.803,0.379,3.95,140.403,143.964,2.14737638749127,2.15825390490081,62.427,62.427,60.169,3.227,74.037,0.164,含气层,马五41a,-0.0108775174095421,0.037,0.58,单采,含气层,气层优势类
延945,3959.75,18.048,68.844,166.85,0.21,22.59,1.393,2.729,0.322,7.146,0.498,3.89,131.509,134.218,2.11895547538537,2.12781076304952,60.269,60.269,59.647,3.295,72.751,0.179,含气层,马五41a,-0.00885528766414856,0.176,0.708,单采,含气层,气层优势类
延945,3959.875,19.13,68.696,167.055,0.214,22.556,1.381,2.728,0.316,8.289,0.599,3.809,134.77,137.086,2.12959322836793,2.13699310443791,59.259,59.259,59.039,3.292,73.082,0.179,含气层,马五41a,-0.00739987606997916,0.283,0.813,单采,含气层,气层优势类
延945,3960.0,20.771,68.563,167.12,0.215,22.521,1.396,2.73,0.329,8.985,0.661,3.703,144.315,146.673,2.15931147370378,2.16635017498698,59.01,59.01,58.753,3.214,75.177,0.161,含气层,马五41a,-0.00703870128319961,0.332,0.876,单采,含气层,气层优势类
延945,3960.125,21.298,68.444,167.133,0.216,22.512,1.386,2.733,0.349,9.108,0.672,3.516,153.069,155.781,2.18488724496251,2.19251448736515,59.794,59.794,59.18,3.048,79.55,0.127,含气层,马五41a,-0.00762724240264534,0.323,0.888,单采,含气层,气层优势类
延945,3960.25,19.994,68.34,167.116,0.215,22.512,1.31,2.735,0.362,8.846,0.649,3.277,154.969,158.087,2.19024483058686,2.19889615797525,63.347,63.347,60.922,3.032,78.924,0.124,含气层,马五41a,-0.00865132738838481,0.287,0.864,单采,含气层,气层优势类
延945,3960.375,17.837,68.253,167.049,0.214,22.512,1.233,2.734,0.355,8.523,0.62,3.11,148.699,151.954,2.17230804790365,2.18171213682835,68.128,68.128,64.526,3.195,72.98,0.157,含气层,马五41a,-0.00940408892470579,0.265,0.834,单采,含气层,气层优势类
延945,3960.5,15.905,68.184,166.887,0.211,22.529,1.199,2.73,0.329,8.421,0.611,3.029,137.75,140.792,2.13909160752382,2.14857797828221,73.787,73.787,69.928,3.402,65.845,0.207,含气层,马五41a,-0.00948637075839098,0.282,0.822,单采,含气层,气层优势类
延945,3960.625,14.7,68.138,166.562,0.204,22.578,1.205,2.724,0.289,8.566,0.624,2.993,127.322,129.915,2.10490345198904,2.11365929765606,76.68,76.68,75.587,3.477,63.315,0.228,含气层,马五41a,-0.00875584566702781,0.335,0.828,单采,含气层,气层优势类
延945,3960.75,14.018,68.118,166.059,0.194,22.651,1.218,2.721,0.27,8.792,0.644,2.99,121.31,123.478,2.08389660272817,2.09158958650492,80.017,80.017,78.835,3.637,58.188,0.277,含气层,马五41a,-0.00769298377674854,0.374,0.838,单采,含气层,气层优势类
延945,3960.875,13.75,68.128,165.386,0.18,22.716,1.238,2.724,0.289,8.899,0.653,2.999,120.497,122.397,2.08097623446554,2.0877707732065,80.993,80.993,79.292,3.698,56.092,0.298,含气层,马五41a,-0.0067945387409587,0.364,0.833,单采,含气层,气层优势类
延945,3961.0,13.768,68.177,164.529,0.163,22.749,1.256,2.734,0.355,8.874,0.651,3.003,124.364,126.252,2.09469468209092,2.10123826664879,78.917,78.917,80.037,3.586,57.82,0.261,含气层,马五41a,-0.00654358455786763,0.296,0.814,单采,含气层,气层优势类
延945,3961.125,13.84,68.267,163.53,0.142,22.782,1.263,2.747,0.441,8.707,0.636,3.008,130.196,132.25,2.11459764164682,2.12139568070722,81.368,81.368,85.134,3.403,59.688,0.207,含气层,马五41a,-0.00679803906040277,0.195,0.778,单采,含气层,气层优势类
延945,3961.25,14.135,68.405,162.434,0.12,22.802,1.25,2.761,0.533,8.427,0.612,3.034,136.221,138.494,2.13424406411931,2.14143095879155,90.493,90.493,96.772,3.258,60.235,0.171,含气层,马五41a,-0.00718689467223665,0.079,0.732,单采,含气层,气层优势类
延945,3961.375,14.895,68.601,161.366,0.098,22.816,1.18,2.772,0.605,8.182,0.59,3.081,141.587,143.995,2.15102337985483,2.15834741216393,104.168,104.168,112.889,3.108,60.117,0.139,含气层,马五41a,-0.00732403230909862,-0.015,0.688,单采,含气层,气层优势类
延945,3961.5,15.877,68.855,160.519,0.081,22.777,1.051,2.782,0.671,8.006,0.574,3.072,147.22,149.653,2.16796681339562,2.17508542729306,115.639,115.639,126.899,2.796,60.542,0.088,含气层,马五41a,-0.00711861389743973,-0.0970000000000001,0.655,单采,含气层,气层优势类
延945,3961.625,16.799,69.172,160.182,0.074,22.712,0.935,2.79,0.724,7.883,0.563,2.955,155.154,157.567,2.19076297653981,2.19746526633515,122.492,122.492,136.397,2.58,62.476,0.061,含气层,马五41a,-0.00670228979534304,-0.161,0.637,单采,含气层,气层优势类
延945,3961.75,17.404,69.554,160.581,0.082,22.62,0.896,2.796,0.763,7.735,0.55,2.887,167.771,170.229,2.22471689315284,2.23103354791731,125.569,125.569,141.934,2.438,64.572,0.048,含气层,马五41a,-0.00631665476446486,-0.213,0.632,单采,含气层,气层优势类
延945,3961.875,17.854,69.994,161.661,0.104,22.554,0.897,2.801,0.796,7.559,0.535,2.843,185.781,188.397,2.26900129621795,2.27507398288457,121.841,121.841,140.43,2.369,66.114,0.042,含气层,马五41a,-0.0060726866666192,-0.261,0.639,单采,含气层,气层优势类
延945,3962.0,18.574,70.491,163.269,0.137,22.516,0.932,2.803,0.809,7.341,0.515,2.803,209.949,212.874,2.32211381040756,2.32812262082737,110.062,110.062,129.924,2.294,69.262,0.036,含气层,马五41a,-0.00600881041981571,-0.294,0.652,单采,含气层,气层优势类
延991-3,4176.5,26.39,87.386,171.917,0.266,22.3,1.557,2.753,0.408,1.582,0.037,3.338,290.875,247.644,2.46370639629479,2.39382781021689,25.383,27.623,29.863,3.208,47.461,0.025,含气层,马五41a,0.0698785860778979,-0.371,0.303,单采,含气层,气层优势类
延991-3,4176.625,25.356,87.234,173.91,0.304,22.353,1.663,2.746,0.35,1.587,0.023,3.338,99.417,84.904,1.99746065376271,1.92892815122164,21.128,22.993,24.857,3.257,71.326,0.028,含气层,马五41a,0.0685325025410692,-0.327,0.327,单采,含气层,气层优势类
延991-3,4176.75,23.583,87.098,175.219,0.328,22.386,1.766,2.742,0.317,1.597,0.011,3.339,56.913,48.776,1.75521147875727,1.68820618201386,17.557,19.106,20.655,3.335,89.022,0.031,含气层,马五41a,0.0670052967434034,-0.306,0.339,单采,含气层,气层优势类
